age,job,marital,education,balance,housing,loan,contact,campaign,deposit
38,services,single,secondary,4107,yes,yes,telephone,4,no
35,admin,married,primary,23760,no,no,telephone,3,no
54,entrepreneur,divorced,tertiary,33561,no,yes,cellular,1,no
62,services,married,secondary,9138,yes,yes,cellular,1,yes
49,technician,single,tertiary,33268,no,no,cellular,1,yes
53,entrepreneur,married,primary,29608,no,yes,cellular,1,no
34,admin,married,tertiary,11138,yes,no,cellular,2,no
52,management,single,tertiary,39129,yes,no,cellular,5,yes
66,retired,single,primary,35693,yes,yes,cellular,2,no
28,entrepreneur,divorced,primary,15464,yes,yes,telephone,4,yes
38,retired,married,secondary,19248,no,no,telephone,9,no
69,services,single,secondary,35221,no,yes,telephone,3,no
43,blue-collar,single,secondary,16632,no,yes,cellular,2,yes
21,admin,married,primary,45547,no,yes,telephone,4,no
51,management,single,tertiary,10100,yes,no,cellular,9,no
69,admin,divorced,tertiary,45930,yes,no,cellular,4,no
65,retired,divorced,secondary,-675,no,yes,cellular,5,no
35,admin,married,secondary,9369,no,yes,telephone,4,no
57,management,divorced,primary,8340,no,no,telephone,8,no
52,blue-collar,single,tertiary,11408,yes,no,telephone,4,no
58,services,single,secondary,48840,yes,yes,cellular,2,yes
46,technician,single,primary,17369,yes,yes,cellular,4,no
69,admin,single,secondary,16460,no,yes,cellular,2,no
46,entrepreneur,married,primary,24105,no,no,cellular,9,no
55,technician,divorced,tertiary,29384,no,no,telephone,8,no
59,retired,divorced,primary,-539,yes,yes,telephone,9,yes
38,services,single,secondary,40362,no,no,telephone,4,no
59,student,married,secondary,30840,yes,yes,telephone,1,no
30,services,single,tertiary,26610,no,yes,cellular,3,no
66,admin,single,tertiary,36798,no,yes,cellular,7,no
58,entrepreneur,married,secondary,18995,yes,yes,telephone,1,no
34,blue-collar,married,secondary,17180,yes,yes,cellular,8,yes
26,services,single,secondary,5717,no,no,cellular,9,no
58,admin,divorced,tertiary,11331,yes,no,telephone,8,no
18,admin,single,secondary,11936,yes,yes,telephone,5,yes
19,technician,divorced,tertiary,49645,yes,no,cellular,9,no
65,services,divorced,secondary,27550,yes,yes,telephone,4,yes
46,admin,married,primary,18615,yes,no,telephone,9,no
50,technician,married,primary,1576,no,no,telephone,1,no
27,entrepreneur,single,secondary,38868,no,no,telephone,3,no
67,management,divorced,primary,30503,no,no,telephone,4,no
57,entrepreneur,divorced,tertiary,44380,no,yes,telephone,1,no
38,student,single,primary,3728,yes,no,telephone,6,no
45,technician,single,primary,30800,no,no,telephone,4,no
28,technician,single,tertiary,8886,yes,no,telephone,4,no
51,admin,married,primary,12078,no,no,cellular,1,no
25,retired,single,primary,2373,no,no,telephone,5,yes
39,retired,single,secondary,45236,yes,no,telephone,9,no
25,blue-collar,divorced,tertiary,43805,no,no,telephone,6,yes
66,retired,single,tertiary,30532,no,no,cellular,8,no
32,technician,divorced,secondary,45229,no,yes,telephone,4,no
34,blue-collar,divorced,secondary,33160,no,yes,telephone,9,no
40,entrepreneur,married,primary,26688,no,yes,cellular,7,no
41,admin,single,primary,9063,no,no,cellular,7,no
62,entrepreneur,single,primary,21089,no,yes,telephone,8,yes
36,services,divorced,secondary,49829,yes,yes,cellular,2,no
22,student,married,tertiary,48553,no,yes,cellular,6,no
49,student,married,primary,31585,no,no,cellular,7,yes
61,technician,single,secondary,4203,no,yes,cellular,3,no
18,technician,divorced,tertiary,438,no,yes,cellular,8,yes
40,blue-collar,single,secondary,25559,no,yes,telephone,1,yes
54,admin,single,primary,21212,no,yes,cellular,1,no
25,management,single,secondary,48362,yes,yes,telephone,3,no
30,technician,single,secondary,4641,no,yes,telephone,6,no
25,management,divorced,secondary,14983,no,yes,telephone,7,no
40,entrepreneur,married,secondary,12026,yes,no,cellular,2,yes
60,management,single,tertiary,48998,yes,yes,telephone,6,no
18,retired,single,primary,49039,no,yes,cellular,5,no
62,admin,single,tertiary,47831,no,no,telephone,6,no
68,student,single,secondary,17636,no,no,telephone,1,yes
41,student,married,secondary,32603,yes,no,telephone,7,no
52,management,married,primary,10222,yes,no,cellular,8,yes
41,student,married,primary,177,no,no,telephone,7,no
34,entrepreneur,married,tertiary,38910,no,yes,cellular,9,no
22,admin,single,tertiary,30916,yes,yes,cellular,1,yes
37,retired,divorced,primary,48647,yes,yes,cellular,9,yes
38,admin,married,tertiary,11105,yes,no,telephone,3,no
57,technician,married,secondary,32512,yes,yes,telephone,2,no
48,management,single,secondary,-354,no,yes,telephone,6,no
63,admin,single,primary,7864,yes,no,telephone,5,yes
53,entrepreneur,single,tertiary,44434,yes,no,cellular,4,no
28,student,single,secondary,24515,no,yes,telephone,4,no
69,services,divorced,primary,21762,yes,no,cellular,8,no
32,admin,divorced,tertiary,34435,no,yes,cellular,3,no
36,management,married,secondary,14960,yes,no,telephone,1,no
24,retired,divorced,tertiary,42055,no,yes,telephone,5,no
68,student,married,tertiary,25607,yes,yes,cellular,8,yes
45,retired,married,tertiary,14302,no,yes,cellular,3,no
68,management,divorced,primary,43778,no,no,telephone,2,no
60,student,married,secondary,28941,yes,no,telephone,1,no
22,technician,single,primary,29321,no,no,telephone,4,no
22,student,married,secondary,28313,no,no,cellular,2,yes
47,technician,single,secondary,35547,yes,yes,cellular,8,no
49,retired,divorced,primary,38955,no,yes,telephone,9,no
25,retired,divorced,primary,11029,no,yes,cellular,1,no
27,management,married,secondary,33740,yes,yes,cellular,2,no
55,technician,single,secondary,16429,yes,no,cellular,6,no
64,retired,married,secondary,26512,no,no,cellular,7,no
49,technician,divorced,tertiary,9140,no,no,telephone,2,no
65,retired,married,secondary,48779,no,no,cellular,8,no
45,student,married,primary,12847,no,yes,telephone,9,no
34,admin,single,primary,45191,no,no,telephone,8,no
48,entrepreneur,divorced,primary,32256,yes,no,cellular,9,no
25,services,married,secondary,26774,no,no,telephone,6,no
57,entrepreneur,single,secondary,7127,yes,yes,telephone,7,no
42,student,married,tertiary,26205,yes,yes,telephone,6,no
26,blue-collar,single,tertiary,40674,yes,yes,cellular,7,no
19,entrepreneur,single,primary,32570,yes,no,telephone,3,no
32,admin,married,tertiary,13627,no,yes,cellular,4,yes
67,blue-collar,divorced,tertiary,34288,no,yes,telephone,9,no
20,retired,divorced,primary,36664,no,yes,telephone,3,no
66,services,single,secondary,30333,yes,yes,telephone,2,no
53,services,divorced,tertiary,46012,yes,yes,telephone,7,no
21,retired,single,secondary,34079,no,yes,cellular,6,no
31,retired,divorced,primary,16689,yes,no,telephone,3,no
58,technician,married,primary,22259,no,no,telephone,6,yes
58,retired,divorced,tertiary,24571,yes,yes,telephone,7,no
42,management,single,primary,49119,yes,no,cellular,6,no
67,entrepreneur,single,primary,6009,yes,yes,cellular,1,no
27,retired,divorced,primary,42674,yes,no,telephone,1,no
38,management,married,tertiary,42995,yes,yes,telephone,9,no
53,retired,single,tertiary,36230,yes,no,telephone,6,no
29,technician,single,tertiary,43828,yes,yes,telephone,2,no
44,management,single,primary,34226,no,yes,cellular,1,no
57,entrepreneur,single,secondary,34498,no,no,cellular,2,yes
19,admin,single,primary,26820,yes,yes,cellular,8,no
30,management,married,tertiary,38315,yes,no,telephone,5,no
49,student,divorced,secondary,27482,no,yes,telephone,7,yes
48,technician,married,secondary,30795,yes,yes,telephone,7,no
33,blue-collar,married,tertiary,46276,no,yes,telephone,2,no
49,entrepreneur,single,secondary,17875,no,yes,cellular,4,yes
49,management,married,secondary,37191,no,no,cellular,2,no
51,student,single,tertiary,10453,no,no,cellular,7,no
28,student,married,secondary,48325,no,no,telephone,5,yes
27,entrepreneur,single,secondary,47490,yes,no,telephone,1,yes
32,entrepreneur,single,tertiary,7260,yes,no,telephone,2,yes
34,student,married,secondary,46629,no,yes,telephone,6,no
57,retired,married,secondary,47993,yes,yes,telephone,4,no
35,student,divorced,secondary,43244,no,no,cellular,7,no
26,retired,divorced,secondary,43706,yes,yes,telephone,2,no
42,blue-collar,divorced,tertiary,47445,yes,no,telephone,2,no
57,technician,married,primary,40817,yes,yes,cellular,6,no
31,services,married,primary,23898,yes,no,cellular,8,no
42,retired,single,secondary,48799,yes,yes,telephone,1,no
67,student,divorced,tertiary,3614,yes,yes,cellular,5,no
39,student,single,tertiary,29843,yes,no,telephone,1,no
69,admin,single,secondary,42451,yes,yes,telephone,6,no
47,student,single,primary,9687,no,no,cellular,7,no
37,technician,single,secondary,1801,no,yes,telephone,6,no
38,management,divorced,tertiary,39048,yes,no,telephone,9,no
61,management,single,tertiary,38144,yes,yes,telephone,3,yes
49,student,married,primary,26942,yes,no,cellular,8,no
68,admin,married,tertiary,8148,no,yes,cellular,3,no
63,retired,married,tertiary,44828,yes,yes,cellular,7,no
66,technician,divorced,tertiary,15283,yes,no,cellular,5,no
38,admin,single,primary,17861,no,no,telephone,1,yes
52,retired,divorced,tertiary,32512,no,no,cellular,4,yes
49,technician,single,secondary,20480,no,no,telephone,9,no
47,student,divorced,primary,16637,yes,yes,cellular,8,yes
56,management,divorced,secondary,42621,no,yes,cellular,3,no
66,technician,single,secondary,45431,yes,yes,telephone,2,no
29,student,divorced,primary,32401,no,yes,cellular,9,no
58,blue-collar,single,secondary,21385,yes,yes,cellular,1,no
64,services,married,primary,23437,yes,no,telephone,9,no
35,technician,married,secondary,6149,yes,no,cellular,7,no
38,services,married,primary,12671,no,no,telephone,2,no
30,technician,divorced,tertiary,35469,yes,no,cellular,5,no
38,services,married,tertiary,21119,yes,no,telephone,2,no
25,blue-collar,single,secondary,44117,yes,yes,cellular,5,no
63,management,married,tertiary,31781,no,yes,telephone,7,yes
57,entrepreneur,married,primary,14279,yes,no,cellular,5,no
63,retired,divorced,secondary,1299,yes,no,telephone,2,no
24,services,single,tertiary,32274,yes,no,cellular,5,no
40,blue-collar,divorced,tertiary,2803,yes,yes,cellular,6,no
61,services,divorced,secondary,15361,no,no,cellular,5,no
49,management,single,tertiary,16201,yes,no,telephone,2,no
28,services,divorced,tertiary,26634,no,no,telephone,6,yes
39,blue-collar,single,secondary,12760,no,yes,cellular,6,no
39,student,married,tertiary,8826,yes,no,cellular,2,no
60,blue-collar,single,tertiary,19285,no,yes,cellular,4,no
42,entrepreneur,single,tertiary,44589,no,no,cellular,7,no
39,entrepreneur,single,tertiary,43775,no,no,cellular,1,yes
45,entrepreneur,divorced,secondary,46554,yes,yes,cellular,1,yes
46,admin,single,primary,7140,no,yes,cellular,6,no
30,management,single,primary,4798,no,no,cellular,7,no
35,student,single,tertiary,47625,yes,no,cellular,5,yes
19,admin,married,tertiary,-1433,yes,yes,cellular,8,no
46,management,single,primary,9624,no,yes,telephone,4,no
38,student,divorced,tertiary,10215,no,no,telephone,3,yes
32,services,single,primary,5966,no,yes,cellular,7,no
69,student,single,secondary,49410,yes,yes,cellular,4,no
44,blue-collar,married,secondary,38888,no,no,cellular,1,no
67,admin,single,secondary,47047,yes,no,telephone,8,no
48,services,divorced,secondary,27753,no,no,telephone,5,no
32,blue-collar,single,secondary,42104,no,yes,cellular,8,no
68,management,divorced,secondary,35078,yes,no,cellular,8,yes
40,student,married,primary,43955,no,no,cellular,5,no
41,blue-collar,single,tertiary,44857,yes,yes,telephone,8,no
61,services,married,primary,-18,no,no,telephone,7,no
30,admin,single,secondary,31864,yes,yes,telephone,3,no
39,admin,divorced,tertiary,11582,yes,yes,telephone,4,no
60,entrepreneur,married,tertiary,17954,no,no,cellular,7,no
54,student,single,secondary,37265,yes,no,cellular,4,no
50,blue-collar,divorced,secondary,44313,no,yes,cellular,6,no
20,entrepreneur,married,secondary,42350,yes,no,cellular,2,no
36,services,single,secondary,13378,yes,yes,cellular,2,no
40,entrepreneur,married,secondary,41632,yes,yes,telephone,3,no
46,technician,single,secondary,49571,no,no,cellular,7,no
47,management,divorced,tertiary,2279,yes,no,cellular,3,no
56,entrepreneur,divorced,secondary,25924,yes,yes,telephone,3,no
61,management,married,secondary,15057,yes,yes,cellular,4,no
64,services,married,tertiary,49954,no,no,cellular,6,yes
42,technician,single,primary,5312,no,yes,cellular,1,no
54,admin,divorced,secondary,28353,yes,yes,telephone,6,no
64,student,single,tertiary,46208,yes,yes,cellular,8,no
25,retired,divorced,tertiary,33137,no,no,telephone,8,no
59,retired,married,primary,18914,yes,yes,telephone,6,no
33,student,single,secondary,14192,yes,yes,telephone,6,yes
25,services,single,secondary,15450,yes,no,telephone,3,no
18,technician,divorced,secondary,3432,yes,yes,cellular,2,no
61,technician,divorced,tertiary,29012,yes,yes,telephone,7,no
22,management,divorced,secondary,31455,yes,no,cellular,8,no
20,admin,married,secondary,11175,no,no,telephone,6,no
18,blue-collar,single,secondary,-1932,yes,no,cellular,5,no
21,entrepreneur,divorced,secondary,8295,yes,no,cellular,4,no
57,technician,married,primary,4774,no,no,cellular,1,no
52,student,divorced,primary,47571,no,yes,cellular,9,yes
49,blue-collar,single,primary,10190,no,yes,cellular,4,yes
59,retired,divorced,secondary,29286,no,no,cellular,2,no
51,blue-collar,single,secondary,8789,yes,yes,cellular,4,no
60,admin,married,tertiary,26914,no,no,cellular,5,no
42,student,married,tertiary,29944,yes,yes,cellular,2,no
27,admin,divorced,tertiary,4891,no,yes,cellular,7,no
38,blue-collar,single,secondary,19977,no,yes,telephone,3,no
63,entrepreneur,single,primary,28351,no,no,cellular,8,no
56,services,single,primary,8316,yes,no,cellular,4,yes
44,technician,divorced,primary,31207,no,no,cellular,5,no
44,student,single,secondary,48360,no,yes,telephone,3,no
19,services,single,primary,23654,no,no,telephone,5,no
58,blue-collar,single,tertiary,49715,yes,yes,cellular,9,no
65,technician,single,tertiary,5466,yes,yes,cellular,2,yes
30,management,divorced,primary,15637,no,no,telephone,7,no
26,services,divorced,tertiary,1209,yes,yes,cellular,8,no
69,services,single,primary,34317,no,yes,cellular,3,no
53,blue-collar,single,primary,47766,yes,yes,telephone,4,no
39,retired,married,tertiary,1078,no,no,telephone,2,no
59,blue-collar,married,tertiary,25299,yes,no,cellular,9,yes
43,services,single,tertiary,34258,no,no,cellular,3,no
29,technician,single,tertiary,1543,yes,yes,cellular,9,no
34,entrepreneur,married,primary,27091,yes,yes,telephone,7,yes
31,retired,married,tertiary,49052,no,no,cellular,6,no
31,blue-collar,single,tertiary,26947,no,yes,cellular,3,yes
51,entrepreneur,divorced,secondary,20064,yes,no,telephone,7,no
37,student,divorced,tertiary,4751,no,no,cellular,3,no
28,blue-collar,single,tertiary,12906,no,no,cellular,6,no
33,services,single,primary,16096,no,no,cellular,8,no
68,entrepreneur,married,primary,12425,no,yes,cellular,5,no
48,services,married,secondary,49481,yes,yes,telephone,3,no
23,management,divorced,tertiary,9811,no,yes,telephone,6,yes
36,entrepreneur,single,tertiary,15578,yes,no,telephone,8,no
54,entrepreneur,married,tertiary,4781,yes,yes,cellular,3,no
21,blue-collar,divorced,tertiary,19290,no,no,cellular,5,no
64,services,divorced,tertiary,48530,no,no,cellular,9,no
21,student,divorced,tertiary,13563,yes,no,cellular,3,no
37,admin,married,secondary,23888,no,yes,telephone,2,no
27,retired,married,tertiary,25491,no,no,cellular,8,no
41,admin,single,tertiary,45565,yes,yes,cellular,7,yes
52,retired,single,tertiary,30352,yes,yes,cellular,9,no
43,student,divorced,secondary,47901,yes,yes,telephone,4,no
54,entrepreneur,divorced,tertiary,19676,no,yes,cellular,3,no
55,entrepreneur,married,secondary,-1700,no,yes,cellular,5,no
38,blue-collar,married,primary,35463,yes,yes,cellular,1,no
57,management,single,tertiary,42942,yes,yes,cellular,5,no
56,services,single,secondary,46990,no,yes,cellular,3,no
38,services,single,primary,19008,no,no,telephone,1,no
27,services,married,secondary,18221,no,no,cellular,3,no
55,blue-collar,divorced,secondary,47429,yes,yes,cellular,5,no
63,retired,single,primary,27334,no,yes,cellular,5,no
21,entrepreneur,single,tertiary,41518,no,yes,cellular,8,no
62,student,married,tertiary,18301,yes,yes,cellular,1,no
37,services,single,secondary,5307,no,yes,telephone,7,yes
34,admin,divorced,primary,49313,yes,no,cellular,5,no
24,services,married,tertiary,27251,no,yes,telephone,3,no
21,entrepreneur,single,secondary,44586,yes,yes,telephone,4,yes
46,blue-collar,single,primary,32157,yes,yes,cellular,3,yes
31,student,married,secondary,6882,yes,no,cellular,8,no
20,management,married,primary,8040,no,no,telephone,4,no
41,student,single,tertiary,4141,no,yes,cellular,3,no
54,admin,divorced,tertiary,43878,no,no,telephone,2,no
33,services,married,secondary,3969,no,no,telephone,3,no
69,services,divorced,tertiary,11162,yes,no,cellular,7,no
21,technician,single,tertiary,7131,no,no,cellular,6,no
41,retired,divorced,primary,3037,no,no,telephone,5,no
51,admin,single,tertiary,20378,yes,no,cellular,8,yes
47,technician,single,primary,12693,yes,no,telephone,1,no
